#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
43045.0   6 2015   11    43.428571065     1.497028264   252.743800000    0.404    0.481   -0.711    2.688    3.110    5.235    1.493    1.331    0.676    0.818    1.050
43050.0   6 2015   11    43.428568594     1.497028115   253.818100000    0.391    0.207    0.363    2.689    3.110    5.233    1.493    1.331    0.676    0.818    1.050
43055.0   6 2015   12    43.428565152     1.497026400   252.479500000    0.253   -0.176   -0.976    2.682    2.803    4.901    1.396    1.250    0.621    0.772    0.983
43060.0   6 2015   12    43.428568066     1.497029032   253.021300000    0.466    0.148   -0.434    2.682    2.803    4.901    1.396    1.250    0.621    0.772    0.983
43065.0   6 2015   12    43.428568765     1.497028065   253.251900000    0.387    0.226   -0.203    2.683    2.803    4.901    1.396    1.250    0.621    0.772    0.983
43070.0   6 2015   12    43.428565635     1.497031323   252.189500000    0.651   -0.122   -1.266    2.683    2.803    4.900    1.396    1.250    0.621    0.772    0.983
43075.0   6 2015   12    43.428563624     1.497025980   253.224000000    0.218   -0.345   -0.231    2.684    2.803    4.900    1.396    1.250    0.621    0.772    0.983
43080.0   6 2015   12    43.428571544     1.497024984   252.337900000    0.138    0.534   -1.117    2.684    2.803    4.900    1.396    1.250    0.621    0.772    0.983
43085.0   6 2015   12    43.428567887     1.497030083   253.146600000    0.551    0.128   -0.308    2.685    2.803    4.900    1.396    1.250    0.621    0.772    0.983
43090.0   6 2015   12    43.428570828     1.497029370   253.347200000    0.493    0.455   -0.108    2.686    2.803    4.899    1.396    1.250    0.621    0.772    0.983
43095.0   6 2015   12    43.428568064     1.497022733   252.410400000   -0.044    0.148   -1.045    2.686    2.803    4.899    1.396    1.250    0.621    0.773    0.983
43100.0   6 2015   12    43.428570262     1.497029516   252.437000000    0.505    0.392   -1.018    2.687    2.803    4.899    1.396    1.250    0.621    0.773    0.983
43105.0   6 2015   11    43.428568330     1.497029243   252.635800000    0.483    0.177   -0.819    2.695    3.108    5.211    1.489    1.328    0.673    0.819    1.045
43110.0   6 2015   12    43.428572170     1.497025884   252.461500000    0.211    0.604   -0.994    2.688    2.803    4.898    1.396    1.250    0.621    0.773    0.983
43115.0   6 2015   12    43.428561103     1.497028066   253.346700000    0.388   -0.625   -0.108    2.689    2.803    4.898    1.396    1.250    0.621    0.773    0.983
43120.0   6 2015   12    43.428568510     1.497023734   252.755100000    0.037    0.197   -0.700    2.689    2.803    4.898    1.396    1.250    0.621    0.773    0.983
43125.0   6 2015   12    43.428563952     1.497028662   253.091100000    0.436   -0.309   -0.364    2.690    2.803    4.897    1.396    1.250    0.621    0.773    0.983
43130.0   6 2015   12    43.428567650     1.497029603   252.999800000    0.512    0.102   -0.455    2.691    2.803    4.897    1.396    1.250    0.621    0.773    0.983
43135.0   6 2015   12    43.428567265     1.497030114   252.880700000    0.553    0.059   -0.574    2.691    2.803    4.897    1.396    1.250    0.621    0.773    0.983
43140.0   6 2015   12    43.428566652     1.497028221   253.278100000    0.400   -0.009   -0.177    2.692    2.803    4.896    1.396    1.250    0.621    0.773    0.982
43145.0   6 2015   12    43.428569785     1.497028024   253.578800000    0.384    0.339    0.124    2.692    2.802    4.896    1.396    1.250    0.621    0.773    0.982
43150.0   6 2015   12    43.428567691     1.497024542   253.414400000    0.102    0.106   -0.041    2.693    2.802    4.896    1.396    1.250    0.621    0.773    0.982
43155.0   6 2015   12    43.428568722     1.497024630   252.507300000    0.109    0.221   -0.948    2.694    2.802    4.896    1.396    1.250    0.621    0.773    0.982
43160.0   6 2015   12    43.428569115     1.497024833   252.143300000    0.126    0.265   -1.312    2.694    2.802    4.895    1.396    1.250    0.621    0.773    0.982
43165.0   6 2015   12    43.428564951     1.497027505   253.160500000    0.342   -0.198   -0.294    2.695    2.802    4.895    1.396    1.250    0.621    0.774    0.982
43170.0   6 2015   12    43.428570799     1.497021285   252.324100000   -0.162    0.452   -1.131    2.696    2.802    4.894    1.396    1.250    0.621    0.774    0.982
43175.0   6 2015   12    43.428563078     1.497024815   252.984100000    0.124   -0.406   -0.471    2.696    2.802    4.894    1.396    1.250    0.621    0.774    0.982
43180.0   6 2015   12    43.428565334     1.497024150   253.768000000    0.070   -0.155    0.313    2.697    2.802    4.894    1.396    1.250    0.621    0.774    0.982
43185.0   6 2015   12    43.428562618     1.497022116   253.377500000   -0.094   -0.457   -0.077    2.697    2.802    4.894    1.396    1.250    0.620    0.774    0.982
43190.0   6 2015   12    43.428566205     1.497028328   252.580300000    0.409   -0.059   -0.875    2.698    2.802    4.893    1.396    1.250    0.620    0.774    0.982
43195.0   6 2015   12    43.428564498     1.497025363   253.505400000    0.169   -0.248    0.050    2.699    2.802    4.893    1.396    1.250    0.620    0.774    0.982
43200.0   6 2015   12    43.428567534     1.497024399   253.254100000    0.091    0.089   -0.201    2.699    2.802    4.892    1.396    1.250    0.620    0.774    0.982
43205.0   6 2015   12    43.428566422     1.497023649   253.245900000    0.030   -0.035   -0.209    2.700    2.802    4.892    1.396    1.250    0.620    0.774    0.982
43210.0   6 2015   12    43.428568743     1.497027247   253.489200000    0.321    0.223    0.034    2.700    2.802    4.892    1.395    1.250    0.620    0.774    0.982
43215.0   6 2015   12    43.428564488     1.497023096   253.365300000   -0.015   -0.249   -0.090    2.701    2.802    4.891    1.395    1.250    0.620    0.774    0.981
43220.0   6 2015   12    43.428564099     1.497030098   253.365800000    0.552   -0.293   -0.089    2.702    2.802    4.891    1.395    1.250    0.620    0.774    0.981
43225.0   6 2015   12    43.428568908     1.497027131   252.590000000    0.312    0.242   -0.865    2.702    2.802    4.890    1.395    1.250    0.620    0.774    0.981
43230.0   6 2015   12    43.428567752     1.497025312   253.369600000    0.164    0.113   -0.085    2.703    2.802    4.890    1.395    1.250    0.620    0.774    0.981
43235.0   6 2015   12    43.428563429     1.497023417   253.606100000    0.011   -0.367    0.151    2.704    2.802    4.890    1.395    1.250    0.620    0.775    0.981
43240.0   6 2015   12    43.428565572     1.497026758   252.819000000    0.281   -0.129   -0.636    2.704    2.801    4.889    1.395    1.250    0.620    0.775    0.981
43245.0   6 2015   12    43.428567679     1.497024725   252.708600000    0.117    0.105   -0.746    2.705    2.801    4.889    1.395    1.250    0.620    0.775    0.981
43250.0   6 2015   12    43.428567615     1.497023154   253.010500000   -0.010    0.098   -0.445    2.705    2.801    4.888    1.395    1.250    0.620    0.775    0.981
43255.0   6 2015   12    43.428565849     1.497024546   252.669200000    0.102   -0.098   -0.786    2.706    2.801    4.888    1.395    1.250    0.620    0.775    0.981
43260.0   6 2015   12    43.428568177     1.497023191   252.632800000   -0.007    0.161   -0.822    2.707    2.801    4.888    1.395    1.250    0.620    0.775    0.981
43265.0   6 2015   12    43.428564333     1.497030184   253.814100000    0.559   -0.267    0.359    2.707    2.801    4.887    1.395    1.250    0.620    0.775    0.981
43270.0   6 2015   12    43.428568457     1.497028775   252.752700000    0.445    0.192   -0.702    2.708    2.801    4.887    1.395    1.250    0.620    0.775    0.981
43275.0   6 2015   12    43.428569622     1.497025889   252.756300000    0.211    0.321   -0.699    2.708    2.801    4.886    1.395    1.250    0.620    0.775    0.981
43280.0   6 2015   12    43.428568111     1.497026903   252.977800000    0.293    0.153   -0.477    2.709    2.801    4.886    1.395    1.250    0.620    0.775    0.980
43285.0   6 2015   12    43.428568861     1.497030365   253.062600000    0.574    0.236   -0.392    2.710    2.801    4.885    1.395    1.250    0.620    0.775    0.980
43290.0   6 2015   12    43.428565634     1.497025565   252.779500000    0.185   -0.122   -0.675    2.710    2.801    4.885    1.395    1.250    0.620    0.775    0.980
43295.0   6 2015   12    43.428571252     1.497024294   253.379200000    0.082    0.502   -0.076    2.711    2.801    4.884    1.395    1.250    0.620    0.775    0.980
43300.0   6 2015   12    43.428572212     1.497028130   253.011600000    0.393    0.609   -0.443    2.711    2.801    4.884    1.395    1.250    0.620    0.775    0.980
43305.0   6 2015   12    43.428572676     1.497030190   252.922800000    0.559    0.660   -0.532    2.712    2.801    4.883    1.395    1.250    0.620    0.776    0.980
43310.0   6 2015   12    43.428569754     1.497028475   252.638500000    0.421    0.336   -0.817    2.713    2.801    4.883    1.395    1.250    0.620    0.776    0.980
43315.0   6 2015   12    43.428572097     1.497023770   252.940300000    0.040    0.596   -0.515    2.713    2.801    4.882    1.395    1.250    0.620    0.776    0.980
43320.0   6 2015   12    43.428571667     1.497024612   251.526800000    0.108    0.548   -1.928    2.714    2.801    4.882    1.395    1.250    0.620    0.776    0.980
43325.0   6 2015   11    43.428570340     1.497028713   252.169500000    0.440    0.401   -1.286    2.729    3.022    5.118    1.465    1.308    0.660    0.811    1.026
43330.0   6 2015   11    43.428569765     1.497030774   251.449600000    0.607    0.337   -2.005    2.730    3.022    5.118    1.465    1.308    0.660    0.811    1.026
43335.0   6 2015   11    43.428571782     1.497027944   251.941300000    0.378    0.561   -1.514    2.730    3.022    5.118    1.465    1.308    0.660    0.811    1.026
43340.0   6 2015   11    43.428568617     1.497029567   251.422800000    0.509    0.209   -2.032    2.731    3.022    5.118    1.465    1.308    0.660    0.811    1.026
43345.0   6 2015   11    43.428563836     1.497026006   252.242200000    0.221   -0.322   -1.213    2.731    3.022    5.118    1.465    1.308    0.660    0.811    1.026
43350.0   6 2015   11    43.428563396     1.497026120   252.554100000    0.230   -0.371   -0.901    2.732    3.022    5.118    1.465    1.308    0.660    0.811    1.026
43355.0   6 2015   11    43.428568163     1.497026534   252.254900000    0.263    0.159   -1.200    2.732    3.021    5.118    1.465    1.308    0.660    0.811    1.026
43360.0   6 2015   11    43.428567277     1.497027515   251.890000000    0.343    0.060   -1.565    2.733    3.021    5.118    1.465    1.308    0.660    0.811    1.026
43365.0   6 2015   11    43.428564569     1.497026526   252.002500000    0.263   -0.240   -1.452    2.733    3.021    5.118    1.465    1.308    0.660    0.811    1.026
43370.0   6 2015   11    43.428565142     1.497024367   252.582500000    0.088   -0.177   -0.873    2.734    3.021    5.118    1.465    1.308    0.660    0.811    1.026
43375.0   6 2015   11    43.428567032     1.497027792   252.392700000    0.365    0.033   -1.062    2.734    3.021    5.118    1.465    1.308    0.660    0.811    1.026
43380.0   6 2015   11    43.428564049     1.497024748   252.461500000    0.119   -0.298   -0.994    2.735    3.021    5.118    1.465    1.308    0.660    0.811    1.026
43385.0   6 2015   11    43.428566145     1.497024198   253.077300000    0.074   -0.065   -0.378    2.735    3.020    5.118    1.465    1.308    0.660    0.811    1.026
43390.0   6 2015   11    43.428563379     1.497023288   252.704200000    0.001   -0.373   -0.751    2.736    3.020    5.118    1.465    1.308    0.660    0.811    1.026
43395.0   6 2015   11    43.428566103     1.497024790   252.412800000    0.122   -0.070   -1.042    2.736    3.020    5.118    1.465    1.308    0.660    0.811    1.026
43400.0   6 2015   11    43.428564828     1.497023562   253.027500000    0.023   -0.212   -0.427    2.737    3.020    5.118    1.466    1.308    0.660    0.811    1.026
43405.0   6 2015   11    43.428565029     1.497028018   252.691000000    0.384   -0.189   -0.764    2.737    3.020    5.118    1.466    1.308    0.660    0.811    1.026
43410.0   6 2015   11    43.428568312     1.497026955   252.157700000    0.297    0.175   -1.297    2.738    3.019    5.118    1.466    1.308    0.660    0.811    1.026
43415.0   6 2015   11    43.428563616     1.497024634   252.628900000    0.110   -0.346   -0.826    2.738    3.019    5.118    1.466    1.308    0.660    0.812    1.026
43420.0   6 2015   11    43.428566560     1.497026852   252.816100000    0.289   -0.019   -0.639    2.739    3.019    5.118    1.466    1.308    0.660    0.812    1.026
43425.0   6 2015   11    43.428566834     1.497028923   253.197500000    0.457    0.011   -0.258    2.739    3.019    5.117    1.466    1.308    0.660    0.812    1.026
43430.0   6 2015   11    43.428566078     1.497022044   252.214900000   -0.100   -0.073   -1.240    2.740    3.019    5.117    1.466    1.309    0.660    0.812    1.026
43435.0   6 2015   11    43.428569749     1.497023866   252.355100000    0.047    0.335   -1.100    2.740    3.019    5.117    1.466    1.309    0.660    0.812    1.026
43440.0   6 2015   11    43.428565182     1.497025627   252.428400000    0.190   -0.172   -1.027    2.741    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43445.0   6 2015   11    43.428565738     1.497024570   252.317900000    0.104   -0.111   -1.137    2.741    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43450.0   6 2015   11    43.428568032     1.497025266   252.759300000    0.161    0.144   -0.696    2.742    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43455.0   6 2015   11    43.428564199     1.497028729   252.393900000    0.441   -0.281   -1.061    2.742    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43460.0   6 2015   11    43.428572341     1.497021342   251.835400000   -0.157    0.623   -1.620    2.743    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43465.0   6 2015   11    43.428565036     1.497024692   252.852200000    0.114   -0.189   -0.603    2.743    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43470.0   6 2015   11    43.428565635     1.497025620   252.103400000    0.189   -0.122   -1.352    2.744    3.018    5.117    1.466    1.309    0.660    0.812    1.026
43475.0   6 2015   11    43.428563529     1.497024802   252.244000000    0.123   -0.356   -1.211    2.744    3.017    5.117    1.466    1.309    0.660    0.812    1.026
43480.0   6 2015   11    43.428567124     1.497027334   251.789000000    0.328    0.043   -1.666    2.745    3.017    5.117    1.466    1.309    0.660    0.812    1.026
43485.0   6 2015   11    43.428564239     1.497024435   252.215800000    0.093   -0.277   -1.239    2.745    3.017    5.116    1.466    1.309    0.660    0.812    1.026
43490.0   6 2015   11    43.428567878     1.497024300   252.152400000    0.083    0.127   -1.303    2.746    3.017    5.116    1.466    1.309    0.660    0.812    1.026
43495.0   6 2015   11    43.428566580     1.497023146   251.875500000   -0.011   -0.017   -1.579    2.747    3.017    5.116    1.466    1.309    0.660    0.812    1.026
43500.0   6 2015   11    43.428566086     1.497024289   251.278300000    0.082   -0.072   -2.177    2.747    3.017    5.116    1.466    1.309    0.660    0.812    1.026
43505.0   6 2015   11    43.428566009     1.497022903   252.117800000   -0.031   -0.080   -1.337    2.748    3.016    5.116    1.466    1.309    0.660    0.812    1.026
43510.0   6 2015   11    43.428564132     1.497026052   251.559000000    0.224   -0.289   -1.896    2.748    3.016    5.116    1.466    1.309    0.660    0.812    1.026
43515.0   6 2015   11    43.428564126     1.497029292   251.839700000    0.487   -0.290   -1.615    2.748    3.016    5.115    1.466    1.309    0.660    0.812    1.026
43520.0   6 2015   11    43.428564032     1.497024845   251.526600000    0.127   -0.300   -1.928    2.749    3.016    5.115    1.466    1.309    0.660    0.812    1.026
43525.0   6 2015   11    43.428562827     1.497020775   251.080600000   -0.203   -0.434   -2.374    2.750    3.016    5.115    1.466    1.309    0.660    0.812    1.026
43530.0   6 2015   11    43.428562688     1.497028236   251.834500000    0.401   -0.449   -1.621    2.750    3.015    5.115    1.466    1.309    0.660    0.812    1.026
43535.0   6 2015   11    43.428562558     1.497020199   251.572200000   -0.249   -0.464   -1.883    2.751    3.015    5.115    1.466    1.309    0.660    0.812    1.026
43540.0   6 2015   11    43.428558963     1.497027913   251.712900000    0.375   -0.863   -1.742    2.751    3.015    5.114    1.466    1.309    0.660    0.812    1.026
43545.0   6 2015   11    43.428562978     1.497028783   251.332100000    0.446   -0.417   -2.123    2.752    3.015    5.114    1.466    1.309    0.660    0.813    1.026
43550.0   6 2015   11    43.428558830     1.497033038   251.787500000    0.790   -0.878   -1.667    2.752    3.015    5.114    1.466    1.309    0.660    0.813    1.026
43555.0   6 2015   11    43.428562908     1.497028920   251.382500000    0.457   -0.425   -2.072    2.753    3.015    5.114    1.466    1.309    0.660    0.813    1.026
43560.0   6 2015   11    43.428561027     1.497026233   251.353100000    0.239   -0.634   -2.102    2.753    3.014    5.114    1.466    1.309    0.660    0.813    1.026
43565.0   6 2015   11    43.428564025     1.497031668   251.836500000    0.679   -0.301   -1.619    2.754    3.014    5.114    1.466    1.309    0.660    0.813    1.026
43570.0   6 2015   11    43.428562582     1.497025048   251.885600000    0.143   -0.461   -1.569    2.754    3.014    5.113    1.466    1.309    0.660    0.813    1.026
43575.0   6 2015   11    43.428563282     1.497025139   251.498000000    0.150   -0.383   -1.957    2.755    3.014    5.113    1.466    1.309    0.660    0.813    1.026
43580.0   6 2015   11    43.428561915     1.497030114   251.148400000    0.553   -0.535   -2.307    2.755    3.014    5.113    1.466    1.309    0.660    0.813    1.026
43585.0   6 2015   11    43.428561708     1.497031636   251.784600000    0.677   -0.558   -1.670    2.756    3.014    5.112    1.466    1.309    0.660    0.813    1.026
43590.0   6 2015   11    43.428560945     1.497029715   251.712200000    0.521   -0.643   -1.743    2.756    3.014    5.112    1.466    1.309    0.660    0.813    1.026
43595.0   6 2015   11    43.428564168     1.497032861   251.646300000    0.776   -0.285   -1.809    2.757    3.013    5.112    1.466    1.309    0.660    0.813    1.026
43600.0   6 2015   11    43.428563537     1.497034883   252.549400000    0.940   -0.355   -0.906    2.757    3.013    5.112    1.466    1.309    0.660    0.813    1.025
43605.0   6 2015   11    43.428561100     1.497030670   251.056600000    0.598   -0.626   -2.398    2.758    3.013    5.111    1.466    1.309    0.660    0.813    1.025
43610.0   6 2015   11    43.428562241     1.497029747   252.377700000    0.524   -0.499   -1.077    2.758    3.013    5.111    1.466    1.309    0.660    0.813    1.025
43615.0   6 2015   11    43.428563827     1.497029598   251.682100000    0.511   -0.323   -1.773    2.759    3.013    5.111    1.466    1.309    0.660    0.813    1.025
43620.0   6 2015   11    43.428563019     1.497031192   251.472600000    0.641   -0.413   -1.982    2.759    3.013    5.111    1.466    1.308    0.660    0.813    1.025
43625.0   6 2015   11    43.428564550     1.497031047   251.509200000    0.629   -0.243   -1.946    2.760    3.012    5.110    1.466    1.308    0.660    0.813    1.025
43630.0   6 2015   11    43.428565164     1.497027315   251.428300000    0.327   -0.174   -2.027    2.760    3.012    5.110    1.466    1.308    0.660    0.813    1.025
43635.0   6 2015   11    43.428563739     1.497028552   251.373300000    0.427   -0.333   -2.082    2.761    3.012    5.110    1.465    1.308    0.660    0.813    1.025
43640.0   6 2015   11    43.428565375     1.497023797   252.403600000    0.042   -0.151   -1.052    2.761    3.012    5.109    1.465    1.308    0.660    0.813    1.025
43645.0   6 2015   11    43.428566623     1.497029967   251.997800000    0.541   -0.012   -1.457    2.762    3.012    5.109    1.465    1.308    0.660    0.813    1.025
43650.0   6 2015   11    43.428566696     1.497034288   251.653700000    0.891   -0.004   -1.801    2.763    3.011    5.109    1.465    1.308    0.660    0.813    1.025
43655.0   6 2015   11    43.428564753     1.497028971   251.421700000    0.461   -0.220   -2.033    2.763    3.011    5.108    1.465    1.308    0.660    0.813    1.025
43660.0   6 2015   11    43.428562378     1.497029520   251.815300000    0.505   -0.484   -1.640    2.764    3.011    5.108    1.465    1.308    0.660    0.814    1.025
43665.0   6 2015   11    43.428564128     1.497030358   251.679800000    0.573   -0.289   -1.775    2.764    3.011    5.108    1.465    1.308    0.660    0.814    1.025
43670.0   6 2015   11    43.428562248     1.497030322   251.730300000    0.570   -0.498   -1.725    2.765    3.011    5.107    1.465    1.308    0.660    0.814    1.025
43675.0   6 2015   11    43.428561929     1.497027739   252.177200000    0.361   -0.534   -1.278    2.765    3.011    5.107    1.465    1.308    0.660    0.814    1.024
43680.0   6 2015   11    43.428561661     1.497029389   251.922100000    0.495   -0.564   -1.533    2.766    3.010    5.107    1.465    1.308    0.660    0.814    1.024
43685.0   6 2015   11    43.428566585     1.497028906   251.773700000    0.456   -0.017   -1.681    2.766    3.010    5.106    1.465    1.308    0.660    0.814    1.024
43690.0   6 2015   11    43.428562315     1.497028193   252.058300000    0.398   -0.491   -1.397    2.767    3.010    5.106    1.465    1.308    0.660    0.814    1.024
43695.0   6 2015   11    43.428564827     1.497032780   251.781700000    0.769   -0.212   -1.673    2.767    3.010    5.105    1.465    1.308    0.659    0.814    1.024
43700.0   6 2015   12    43.428563074     1.497027282   251.875500000    0.324   -0.407   -1.579    2.470    2.756    4.553    1.298    1.173    0.554    0.739    0.912
43705.0   6 2015   12    43.428562039     1.497032779   252.000900000    0.769   -0.521   -1.454    2.470    2.756    4.553    1.298    1.173    0.554    0.739    0.912
43710.0   6 2015   12    43.428568333     1.497031301   252.143800000    0.649    0.178   -1.311    2.471    2.756    4.553    1.298    1.174    0.554    0.739    0.912
43715.0   6 2015   12    43.428562528     1.497030047   251.962700000    0.548   -0.467   -1.492    2.471    2.756    4.554    1.298    1.174    0.554    0.739    0.912
43720.0   6 2015   12    43.428563627     1.497031434   251.651400000    0.660   -0.345   -1.804    2.471    2.756    4.554    1.298    1.174    0.554    0.739    0.912
43725.0   6 2015   12    43.428565300     1.497032914   252.316200000    0.780   -0.159   -1.139    2.471    2.756    4.554    1.298    1.174    0.554    0.739    0.912
43730.0   6 2015   12    43.428559221     1.497025082   252.610900000    0.146   -0.835   -0.844    2.472    2.755    4.554    1.298    1.174    0.554    0.739    0.912
43735.0   6 2015   12    43.428559903     1.497031064   251.759800000    0.630   -0.759   -1.695    2.472    2.755    4.554    1.298    1.174    0.554    0.739    0.912
43740.0   6 2015   12    43.428562388     1.497028601   251.868000000    0.431   -0.483   -1.587    2.473    2.755    4.555    1.298    1.174    0.554    0.739    0.912
43745.0   6 2015   12    43.428562899     1.497028422   252.203500000    0.416   -0.426   -1.252    2.473    2.755    4.555    1.298    1.174    0.554    0.739    0.912
43750.0   6 2015   12    43.428561269     1.497030230   252.304300000    0.563   -0.607   -1.151    2.473    2.755    4.555    1.298    1.174    0.554    0.739    0.912
43755.0   6 2015   12    43.428559454     1.497026564   252.384700000    0.266   -0.809   -1.070    2.474    2.755    4.555    1.298    1.174    0.554    0.739    0.912
43760.0   6 2015   12    43.428557651     1.497027218   251.831900000    0.319   -1.009   -1.623    2.474    2.755    4.556    1.298    1.174    0.554    0.739    0.912
43765.0   6 2015   12    43.428562660     1.497029256   252.013900000    0.484   -0.453   -1.441    2.474    2.755    4.556    1.298    1.174    0.554    0.739    0.912
43770.0   6 2015   12    43.428560409     1.497028027   251.748500000    0.384   -0.703   -1.706    2.474    2.754    4.556    1.298    1.174    0.554    0.739    0.912
43775.0   6 2015   12    43.428560424     1.497025531   252.102100000    0.182   -0.701   -1.353    2.475    2.754    4.556    1.298    1.174    0.554    0.739    0.912
43780.0   6 2015   12    43.428557343     1.497025068   252.042100000    0.145   -1.043   -1.413    2.475    2.754    4.556    1.299    1.174    0.554    0.739    0.912
43785.0   6 2015   12    43.428560455     1.497025910   252.710200000    0.213   -0.698   -0.745    2.475    2.754    4.557    1.299    1.174    0.554    0.739    0.913
43790.0   6 2015   12    43.428564084     1.497027094   252.817600000    0.309   -0.294   -0.637    2.476    2.754    4.557    1.299    1.174    0.554    0.739    0.913
43795.0   6 2015   12    43.428558592     1.497029213   251.999200000    0.480   -0.904   -1.456    2.476    2.754    4.557    1.299    1.174    0.554    0.739    0.913
43800.0   6 2015   12    43.428560359     1.497026571   251.882500000    0.266   -0.708   -1.573    2.476    2.754    4.557    1.299    1.174    0.554    0.739    0.913
43805.0   6 2015   12    43.428560772     1.497025775   252.588100000    0.202   -0.662   -0.867    2.477    2.754    4.557    1.299    1.175    0.554    0.739    0.913
43810.0   6 2015   12    43.428560989     1.497028808   251.777900000    0.448   -0.638   -1.677    2.477    2.753    4.558    1.299    1.175    0.554    0.739    0.913
43815.0   6 2015   12    43.428560559     1.497028609   251.863900000    0.431   -0.686   -1.591    2.477    2.753    4.558    1.299    1.175    0.555    0.739    0.913
43820.0   6 2015   12    43.428558772     1.497027717   252.231500000    0.359   -0.884   -1.224    2.478    2.753    4.558    1.299    1.175    0.555    0.739    0.913
43825.0   6 2015   12    43.428557875     1.497030628   252.367500000    0.595   -0.984   -1.087    2.478    2.753    4.558    1.299    1.175    0.555    0.739    0.913
43830.0   6 2015   12    43.428561067     1.497029469   252.274600000    0.501   -0.629   -1.180    2.478    2.753    4.558    1.299    1.175    0.555    0.739    0.913
43835.0   6 2015   12    43.428560398     1.497028765   252.233900000    0.444   -0.704   -1.221    2.479    2.753    4.558    1.299    1.175    0.555    0.739    0.913
43840.0   6 2015   12    43.428561698     1.497024673   251.337100000    0.113   -0.559   -2.118    2.479    2.753    4.558    1.299    1.175    0.555    0.739    0.913
43845.0   6 2015   12    43.428559653     1.497027467   251.946100000    0.339   -0.787   -1.509    2.479    2.753    4.559    1.299    1.175    0.555    0.739    0.913
43850.0   6 2015   12    43.428557315     1.497026075   251.936600000    0.226   -1.046   -1.518    2.480    2.753    4.559    1.299    1.175    0.555    0.739    0.913
43855.0   6 2015   12    43.428558911     1.497031189   252.462100000    0.640   -0.869   -0.993    2.480    2.752    4.559    1.299    1.175    0.555    0.739    0.913
43860.0   6 2015   12    43.428560195     1.497024517   252.559000000    0.100   -0.726   -0.896    2.480    2.752    4.559    1.299    1.175    0.555    0.739    0.913
43865.0   6 2015   12    43.428565153     1.497028927   252.442200000    0.457   -0.175   -1.013    2.481    2.752    4.559    1.299    1.175    0.555    0.739    0.913
43870.0   6 2015   12    43.428562660     1.497029008   252.040600000    0.464   -0.453   -1.414    2.481    2.752    4.559    1.299    1.175    0.555    0.739    0.913
43875.0   6 2015   12    43.428559725     1.497026052   252.257900000    0.224   -0.779   -1.197    2.481    2.752    4.559    1.299    1.175    0.555    0.739    0.913
43880.0   6 2015   12    43.428558502     1.497030238   251.499700000    0.563   -0.914   -1.955    2.482    2.752    4.559    1.300    1.175    0.555    0.740    0.913
43885.0   6 2015   12    43.428566692     1.497031274   251.130000000    0.647   -0.004   -2.325    2.482    2.752    4.559    1.300    1.175    0.555    0.740    0.913
43890.0   6 2015   12    43.428563785     1.497028399   251.805700000    0.414   -0.328   -1.649    2.482    2.752    4.559    1.300    1.175    0.555    0.740    0.913
43895.0   6 2015   12    43.428564413     1.497028547   251.334900000    0.426   -0.258   -2.120    2.483    2.752    4.559    1.300    1.175    0.555    0.740    0.913
43900.0   6 2015   12    43.428567803     1.497026487   251.861500000    0.260    0.119   -1.593    2.483    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43905.0   6 2015   12    43.428558765     1.497027775   251.188500000    0.364   -0.885   -2.267    2.483    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43910.0   6 2015   12    43.428562850     1.497034763   252.191900000    0.930   -0.431   -1.263    2.484    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43915.0   6 2015   12    43.428561729     1.497029430   251.704400000    0.498   -0.556   -1.751    2.484    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43920.0   6 2015   12    43.428562928     1.497029043   251.757400000    0.467   -0.423   -1.698    2.485    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43925.0   6 2015   12    43.428565344     1.497033219   251.725800000    0.805   -0.154   -1.729    2.485    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43930.0   6 2015   12    43.428562068     1.497029660   251.473000000    0.517   -0.518   -1.982    2.485    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43935.0   6 2015   12    43.428561617     1.497035862   252.103200000    1.019   -0.568   -1.352    2.486    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43940.0   6 2015   12    43.428562772     1.497031010   251.402700000    0.626   -0.440   -2.052    2.486    2.751    4.560    1.300    1.175    0.555    0.740    0.913
43945.0   6 2015   12    43.428567707     1.497028396   252.049200000    0.414    0.108   -1.406    2.486    2.750    4.560    1.300    1.175    0.555    0.740    0.913
43950.0   6 2015   12    43.428564853     1.497030328   252.190900000    0.571   -0.209   -1.264    2.487    2.750    4.560    1.300    1.175    0.555    0.740    0.913
43955.0   6 2015   12    43.428569267     1.497032872   252.296700000    0.777    0.282   -1.158    2.487    2.750    4.560    1.300    1.175    0.555    0.740    0.913
