#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
61175.0   6 2015    8    43.428574283     1.497013324   251.382900000   -0.806    0.839   -2.072    3.248    3.821    6.681    1.875    1.671    0.852    1.004    1.335
61180.0   6 2015    8    43.428577877     1.497012816   250.691100000   -0.847    1.238   -2.764    3.248    3.820    6.680    1.875    1.671    0.851    1.004    1.335
61185.0   6 2015    8    43.428575371     1.497016180   251.899400000   -0.575    0.960   -1.556    3.248    3.819    6.679    1.875    1.670    0.851    1.004    1.335
61190.0   6 2015    8    43.428573907     1.497018582   251.553200000   -0.381    0.797   -1.902    3.247    3.818    6.677    1.874    1.670    0.851    1.004    1.335
61195.0   6 2015    8    43.428576426     1.497019245   251.214900000   -0.327    1.077   -2.240    3.247    3.817    6.676    1.874    1.669    0.851    1.003    1.334
61200.0   6 2015    8    43.428579336     1.497018328   251.078900000   -0.401    1.400   -2.376    3.246    3.816    6.675    1.873    1.669    0.850    1.003    1.334
61205.0   6 2015    8    43.428574426     1.497018879   250.410800000   -0.356    0.855   -3.044    3.246    3.815    6.673    1.873    1.669    0.850    1.003    1.334
61210.0   6 2015    8    43.428575621     1.497019020   251.631100000   -0.345    0.988   -1.824    3.245    3.814    6.672    1.873    1.669    0.850    1.003    1.334
61215.0   6 2015    8    43.428577603     1.497017764   251.202000000   -0.447    1.208   -2.253    3.245    3.813    6.671    1.872    1.668    0.850    1.002    1.333
61220.0   6 2015    8    43.428578373     1.497015361   250.482700000   -0.641    1.293   -2.972    3.244    3.813    6.669    1.872    1.668    0.850    1.002    1.333
61225.0   6 2015    8    43.428582050     1.497015388   250.940800000   -0.639    1.702   -2.514    3.244    3.812    6.668    1.871    1.667    0.849    1.002    1.333
61230.0   6 2015    8    43.428578657     1.497020005   250.160900000   -0.265    1.325   -3.294    3.244    3.811    6.667    1.871    1.667    0.849    1.002    1.333
61235.0   6 2015    8    43.428576337     1.497024009   251.740400000    0.059    1.067   -1.715    3.243    3.810    6.665    1.871    1.667    0.849    1.002    1.332
61240.0   6 2015    8    43.428576338     1.497021576   251.034000000   -0.138    1.067   -2.421    3.243    3.809    6.664    1.870    1.667    0.849    1.001    1.332
61245.0   6 2015    8    43.428579710     1.497023057   250.094900000   -0.018    1.442   -3.360    3.242    3.808    6.663    1.870    1.666    0.849    1.001    1.332
61250.0   6 2015    8    43.428578760     1.497016338   250.918200000   -0.562    1.336   -2.537    3.242    3.807    6.661    1.869    1.666    0.848    1.001    1.331
61255.0   6 2015    8    43.428579122     1.497015985   251.855200000   -0.591    1.377   -1.600    3.241    3.806    6.660    1.869    1.665    0.848    1.001    1.331
61260.0   6 2015    8    43.428579547     1.497015583   250.397000000   -0.623    1.424   -3.058    3.241    3.805    6.658    1.869    1.665    0.848    1.001    1.331
61265.0   6 2015    8    43.428575698     1.497013781   251.919000000   -0.769    0.996   -1.536    3.240    3.804    6.657    1.868    1.665    0.848    1.000    1.331
61270.0   6 2015    8    43.428578124     1.497018825   251.047900000   -0.361    1.266   -2.407    3.240    3.803    6.655    1.868    1.664    0.847    1.000    1.330
61275.0   6 2015    8    43.428572637     1.497019626   251.663200000   -0.296    0.656   -1.792    3.239    3.802    6.654    1.867    1.664    0.847    1.000    1.330
61280.0   6 2015    8    43.428575623     1.497017330   251.114300000   -0.482    0.988   -2.341    3.239    3.801    6.653    1.867    1.664    0.847    1.000    1.330
61285.0   6 2015    8    43.428571863     1.497018325   250.687600000   -0.401    0.570   -2.767    3.239    3.800    6.651    1.866    1.663    0.847    1.000    1.329
61290.0   6 2015    8    43.428572185     1.497015178   250.355300000   -0.656    0.606   -3.100    3.238    3.799    6.650    1.866    1.663    0.846    0.999    1.329
61295.0   6 2015    8    43.428573209     1.497014003   250.849300000   -0.751    0.720   -2.606    3.238    3.798    6.648    1.865    1.663    0.846    0.999    1.329
61300.0   6 2015    8    43.428572001     1.497022729   252.079800000   -0.045    0.585   -1.375    3.237    3.797    6.647    1.865    1.662    0.846    0.999    1.329
61305.0   6 2015    8    43.428568051     1.497016145   250.227400000   -0.578    0.146   -3.228    3.237    3.796    6.645    1.865    1.662    0.846    0.999    1.328
61310.0   6 2015    8    43.428576259     1.497012450   250.407800000   -0.877    1.058   -3.047    3.236    3.795    6.644    1.864    1.661    0.845    0.999    1.328
61315.0   6 2015    8    43.428570923     1.497020010   250.295200000   -0.265    0.466   -3.160    3.236    3.794    6.642    1.864    1.661    0.845    0.998    1.328
61320.0   6 2015    8    43.428575957     1.497023162   250.745500000   -0.010    1.025   -2.709    3.236    3.793    6.641    1.863    1.661    0.845    0.998    1.327
61325.0   6 2015    8    43.428577122     1.497020413   250.845600000   -0.232    1.154   -2.609    3.235    3.792    6.639    1.863    1.660    0.845    0.998    1.327
61330.0   6 2015    8    43.428577720     1.497022731   249.924100000   -0.044    1.221   -3.531    3.235    3.791    6.637    1.862    1.660    0.844    0.998    1.327
61335.0   6 2015    8    43.428577709     1.497021657   250.337800000   -0.132    1.220   -3.117    3.234    3.790    6.636    1.862    1.660    0.844    0.997    1.327
61340.0   6 2015    8    43.428575695     1.497021637   251.619400000   -0.133    0.996   -1.836    3.234    3.789    6.634    1.861    1.659    0.844    0.997    1.326
61345.0   6 2015    8    43.428575432     1.497017682   250.216000000   -0.453    0.967   -3.239    3.233    3.788    6.633    1.861    1.659    0.844    0.997    1.326
61350.0   6 2015    8    43.428571387     1.497022987   250.212500000   -0.024    0.517   -3.243    3.233    3.787    6.631    1.861    1.659    0.843    0.997    1.326
61355.0   6 2015    8    43.428574865     1.497019496   250.303300000   -0.306    0.903   -3.152    3.232    3.786    6.630    1.860    1.658    0.843    0.997    1.325
61360.0   6 2015    8    43.428576769     1.497017013   249.319800000   -0.508    1.115   -4.135    3.232    3.785    6.628    1.860    1.658    0.843    0.996    1.325
61365.0   6 2015    8    43.428573196     1.497022965   251.192700000   -0.026    0.718   -2.262    3.232    3.784    6.626    1.859    1.657    0.843    0.996    1.325
61370.0   6 2015    8    43.428571315     1.497021031   250.680300000   -0.182    0.509   -2.775    3.231    3.783    6.625    1.859    1.657    0.842    0.996    1.324
61375.0   6 2015    8    43.428573715     1.497019331   250.090900000   -0.320    0.776   -3.364    3.231    3.783    6.623    1.858    1.657    0.842    0.996    1.324
61380.0   6 2015    8    43.428572524     1.497019585   249.667800000   -0.299    0.643   -3.787    3.230    3.781    6.621    1.858    1.656    0.842    0.996    1.324
61385.0   6 2015    8    43.428573912     1.497017384   249.709000000   -0.477    0.798   -3.746    3.230    3.780    6.620    1.857    1.656    0.842    0.995    1.323
61390.0   6 2015    8    43.428577133     1.497023107   250.245400000   -0.014    1.155   -3.210    3.229    3.780    6.618    1.857    1.655    0.841    0.995    1.323
61395.0   6 2015    8    43.428574508     1.497023179   250.281100000   -0.008    0.864   -3.174    3.229    3.779    6.616    1.857    1.655    0.841    0.995    1.323
61400.0   6 2015    8    43.428577279     1.497019251   250.109200000   -0.326    1.172   -3.346    3.228    3.777    6.615    1.856    1.655    0.841    0.995    1.322
61405.0   6 2015    8    43.428574168     1.497026620   250.261000000    0.270    0.826   -3.194    3.228    3.776    6.613    1.855    1.654    0.841    0.994    1.322
61410.0   6 2015    8    43.428575817     1.497021048   249.715400000   -0.181    1.009   -3.740    3.228    3.776    6.611    1.855    1.654    0.840    0.994    1.322
61415.0   6 2015    8    43.428575181     1.497022691   250.200000000   -0.048    0.939   -3.255    3.227    3.775    6.609    1.855    1.653    0.840    0.994    1.321
61420.0   6 2015    8    43.428574096     1.497023286   251.014500000    0.000    0.818   -2.441    3.227    3.773    6.608    1.854    1.653    0.840    0.994    1.321
61425.0   6 2015    8    43.428573140     1.497023365   249.528100000    0.007    0.712   -3.927    3.226    3.772    6.606    1.854    1.653    0.839    0.994    1.321
61430.0   6 2015    8    43.428577223     1.497024242   250.019700000    0.078    1.165   -3.435    3.226    3.772    6.604    1.853    1.652    0.839    0.993    1.320
61435.0   6 2015    8    43.428573698     1.497020198   249.490000000   -0.250    0.774   -3.965    3.225    3.771    6.603    1.853    1.652    0.839    0.993    1.320
61440.0   6 2015    8    43.428573748     1.497021041   250.460800000   -0.181    0.779   -2.994    3.225    3.769    6.601    1.852    1.651    0.839    0.993    1.320
61445.0   6 2015    8    43.428571493     1.497027020   251.524200000    0.303    0.529   -1.931    3.225    3.768    6.599    1.852    1.651    0.838    0.993    1.319
61450.0   6 2015    8    43.428576591     1.497022467   251.012800000   -0.066    1.095   -2.442    3.224    3.768    6.597    1.851    1.651    0.838    0.992    1.319
61455.0   6 2015    8    43.428572272     1.497016638   250.021900000   -0.538    0.615   -3.433    3.224    3.767    6.596    1.851    1.650    0.838    0.992    1.319
61460.0   6 2015    8    43.428575081     1.497026878   250.937300000    0.291    0.928   -2.518    3.223    3.765    6.594    1.850    1.650    0.838    0.992    1.318
61465.0   6 2015    8    43.428573511     1.497019411   250.504400000   -0.313    0.753   -2.951    3.223    3.764    6.592    1.850    1.649    0.837    0.992    1.318
61470.0   6 2015    8    43.428578613     1.497019357   250.053100000   -0.318    1.320   -3.402    3.223    3.764    6.590    1.849    1.649    0.837    0.992    1.317
61475.0   6 2015    8    43.428575568     1.497020934   250.270600000   -0.190    0.982   -3.184    3.222    3.763    6.588    1.849    1.649    0.837    0.991    1.317
61480.0   6 2015    8    43.428575987     1.497028873   250.826700000    0.453    1.028   -2.628    3.222    3.761    6.587    1.848    1.648    0.836    0.991    1.317
61485.0   6 2015    8    43.428573277     1.497024848   249.176500000    0.127    0.727   -4.279    3.221    3.760    6.585    1.848    1.648    0.836    0.991    1.316
61490.0   6 2015    8    43.428572998     1.497021101   250.357300000   -0.176    0.696   -3.098    3.221    3.759    6.583    1.847    1.647    0.836    0.991    1.316
61495.0   6 2015    8    43.428576606     1.497016910   249.832000000   -0.516    1.097   -3.623    3.220    3.758    6.581    1.847    1.647    0.836    0.991    1.316
61500.0   6 2015    8    43.428575481     1.497019302   249.851300000   -0.322    0.972   -3.604    3.220    3.757    6.579    1.846    1.647    0.835    0.990    1.315
61505.0   6 2015    8    43.428574238     1.497020606   250.142600000   -0.217    0.834   -3.312    3.220    3.756    6.577    1.846    1.646    0.835    0.990    1.315
61510.0   6 2015    8    43.428573737     1.497019257   249.151000000   -0.326    0.778   -4.304    3.219    3.755    6.575    1.845    1.646    0.835    0.990    1.315
61515.0   6 2015    8    43.428577373     1.497023222   250.373400000   -0.005    1.182   -3.082    3.219    3.754    6.574    1.845    1.645    0.834    0.990    1.314
61520.0   6 2015    8    43.428575901     1.497022105   249.477800000   -0.095    1.019   -3.977    3.218    3.753    6.572    1.844    1.645    0.834    0.989    1.314
61525.0   6 2015    8    43.428576809     1.497023693   249.886200000    0.033    1.119   -3.569    3.218    3.752    6.570    1.844    1.644    0.834    0.989    1.313
61530.0   6 2015    8    43.428577049     1.497020585   250.340900000   -0.218    1.146   -3.114    3.217    3.751    6.568    1.843    1.644    0.833    0.989    1.313
61535.0   6 2015    8    43.428574402     1.497022559   250.834500000   -0.059    0.852   -2.620    3.217    3.750    6.566    1.843    1.643    0.833    0.989    1.313
61540.0   6 2015    8    43.428580604     1.497019515   249.286900000   -0.305    1.541   -4.168    3.216    3.749    6.564    1.842    1.643    0.833    0.989    1.312
61545.0   6 2015    8    43.428572877     1.497019269   249.378100000   -0.325    0.683   -4.077    3.216    3.748    6.562    1.841    1.643    0.833    0.988    1.312
61550.0   6 2015    8    43.428578623     1.497021823   249.851700000   -0.118    1.321   -3.603    3.216    3.747    6.560    1.841    1.642    0.832    0.988    1.312
61555.0   6 2015    8    43.428575535     1.497021895   248.561900000   -0.112    0.978   -4.893    3.215    3.746    6.558    1.841    1.642    0.832    0.988    1.311
61560.0   6 2015    8    43.428571061     1.497026488   249.630300000    0.260    0.481   -3.825    3.215    3.745    6.556    1.840    1.641    0.832    0.988    1.311
61565.0   6 2015    8    43.428575777     1.497017366   248.792400000   -0.479    1.005   -4.663    3.214    3.744    6.554    1.839    1.641    0.831    0.988    1.310
61570.0   6 2015    8    43.428577272     1.497021172   248.907000000   -0.171    1.171   -4.548    3.214    3.743    6.552    1.839    1.640    0.831    0.987    1.310
61575.0   6 2015    8    43.428579348     1.497017665   249.153700000   -0.455    1.402   -4.301    3.214    3.742    6.550    1.838    1.640    0.831    0.987    1.310
61580.0   6 2015    8    43.428575652     1.497019567   249.222300000   -0.301    0.991   -4.233    3.213    3.741    6.548    1.838    1.639    0.830    0.987    1.309
61585.0   6 2015    8    43.428577330     1.497018262   250.683900000   -0.406    1.177   -2.771    3.213    3.740    6.546    1.837    1.639    0.830    0.987    1.309
61590.0   6 2015    8    43.428575950     1.497016770   249.079400000   -0.527    1.024   -4.376    3.212    3.739    6.544    1.837    1.639    0.830    0.986    1.308
61595.0   6 2015    8    43.428576355     1.497022932   250.414700000   -0.028    1.069   -3.040    3.212    3.738    6.542    1.836    1.638    0.830    0.986    1.308
